"text","language","style"
"当天下午她们在这块场地上训练了一个小时，本来训练只对媒体开放１５分钟，但英足总工作人员发现前来采访的记者太少，干脆将中国队和随后英格兰队的训练全程开放。","ch","news"
"最后他说香港是多元种族社会，别担心，我们没有憎恨。 杜汶泽否认退出娱乐圈&nbsp;盘点惨遭封杀的明星/图 2001年底，赵薇为（时装）杂志拍摄的一张图片引起了巨大争议，一些人指责赵薇身着服装图案酷似日本军旗。","ch","news"
"在出席韩国某活动中，范冰冰身着粉色花朵X型短裙亮相，小v口的设计，让锁骨在薄纱间喘了口气，腰带是打造X型的法宝，虽然并不是特别典型的X型，但是修身与唯美的效果同时展现。","ch","news"
"巴西世界杯是现年３６岁的克洛泽参加的第四届世界杯。 克洛泽表示：“我的那个进球只是当时我的站位非常好。","ch","news"
"旅行最大挑战来袭，巴塞罗那那个谜一样的夜晚，究竟发生了哪些事情？ ”结果等网友看完节目才恍然大悟，这些戏码只出现在第五期预告片里，要看的话恐怕还有再等一周。","ch","news"
"在德国队的巴西世界杯小组赛首战中，托马斯·穆勒独中三元完成“帽子戏法”。 在18日接受采访时，德国足坛名宿、曾长期保持世界杯进球纪录的盖德·穆勒表示，他相信托马斯可以打破世界杯进球纪录。","ch","news"
"其中，辽宁济康医药有限公司虚开增值税专用发票，董事长王晶明等13人被判处有期徒刑12年至1年不等。","ch","news"
"也许就是这种亦阳亦阴的个性，表现了一个真正的钟越民！ 刘烨的特质很复杂，比较丰富。 只有这样的演员，才能演绎得出丰富的感觉，使得钟跃民这个可能被演绎成糙老爷们的角色有了多层次的感觉和吸引力。","ch","news"
"毛主席的第二个批示说的就是这样一个问题。 而上海是受到表扬的，他们提出要大演大写解放后的13年。","ch","news"
"因此，日本政府对日共采取全面镇压时，台湾共产党几乎瞬间瓦解。 日本投降后，由中共中央派遣回台的台湾籍干部长年在大陆参与革命工作，跟家乡已有隔阂，对于台湾在日本殖民近代化下的社会状况也需要时间学习。","ch","news"
"１９日的马球比赛是系列赛事中的重中之重。 ４支代表队共计３２人参加了比赛。 参赛者乘高头大马，手持球槌在旷野间激烈追逐。","ch","news"
"除工作外，苏方也经常为胡济邦组织马列主义的理论学习，介绍国内斗争情况、国际形势，苏联同志解释说：这就是“特殊的组织关系”。","ch","news"
"情报中心经过授权可以调阅全部上报信息线索，局领导可以对信息员及信息线索进行汇总分析。","ch","news"
"陆一帆说：“霍顿的成绩并不是今年才这么好，从巴塞罗那世锦赛时他就游得不错。 不过一次３分４２秒说明不了什么问题，他要想拿世界冠军一定要破３分４２秒，当然我希望他游得更好。","ch","news"
"我的户籍重庆石柱土家族自治县，本人属于少数民族； 老婆是四川广安武胜县万善镇的人，我们以前都是农村人，读书毕业后都变成了城镇户口。","ch","news"
"手臂过短的人平时要多活动双臂，还可以培养能使手臂灵活的绘画或陶艺等爱好。 身高影响寿命！","ch","news"
"芹菜去叶，切为小段； 小洋葱剥除老皮，切碎为丁，共入榨汁机榨汁饮服。 每日一次。 女性养生：13种便宜食物&nbsp;解决脸上瑕疵","ch","news"
"在剔除可售型保障性住房后，2013年中国35个大中城市房价收入比均值为10.2，其中北京、上海、深圳、福州4个城市遥遥领先，北京高达19.1位居榜首。","ch","news"
"记者：那在你看来，艾山·买合苏木跟本·拉登关系好到什么程度呢？ 木塔里甫·哈斯木：他对艾山·买合苏木的帮助来说，什么都可以舍去。","ch","news"
"第65分钟，阿根廷扩大比分。 梅西中前场带球突破，同伊瓜因踢墙配合后在禁区边缘左脚劲射，皮球打中左侧立柱内侧入网，2-0。","ch","news"
"该填埋场可满足该项目25年以上的填埋需求，不存在就近填埋的问题。 （七）关于对海洋城影响的问题。","ch","news"
"汪金亮作为犯罪嫌疑人，被控为黑恶势力老大，由当初的涉嫌开设赌场罪改为涉嫌组织、领导黑社会性质组织罪，故意伤害罪，敲诈勒索罪，开设赌场罪等11项罪名；","ch","news"
"这些人群可服用维生素D膳食补充剂，多吃低脂乳制品和三文鱼等。 身高影响寿命！ 揭秘人体十个短寿征兆 原标题：身高影响寿命！","ch","news"
"在姚明看来，申办冬奥会的一层重要意义在于，冬季奥运会中以雪上项目为代表的户外项目比例相较夏季奥运会要大，申办冬季奥运会、推广冬季体育项目实际上是给大家更多的机会走出“钢筋水泥森林”，与大自然亲密接触。","ch","news"
"她查找后发现，甘先生一直在北京市门头沟地区与吴女士以夫妻名义共同生活，并育有一六岁女儿，与汪女士以夫妻名义共同生活，并育有一三岁儿子。","ch","news"
"题：停止暴力，以世界杯的名义新华社记者公兵、王浩明、刘彤巴西的天空湛蓝，常常飘着几朵洁白的云，阳光普照着大地，给原本已经火热的世界杯又增添了温度。","ch","news"
"在德国，个人收入越高，需要纳税的比例也就越高。 反之，如果一个人没有其他任何收入，房屋出租收入也达不到纳税标准，那么租金不会被征税。","ch","news"
"在医药研究中，试验性药物一般要经过3期临床试验后，在数据支持的情况下，才能视为疗效得到确认。","ch","news"
"而克罗地亚的两场小组赛，至少让我们依稀触摸“前南”足球的残梦，以及那些尘封已久的底蕴与记忆。","ch","news"
"本场比赛，克洛泽替补登场，而仅在第一脚触球过后，他就取得了个人世界杯的第15粒进球：比赛第71分钟，赫韦德斯接到左侧角球传中头球一蹭，后点克洛泽近距离右脚垫射入网。","ch","news"
"家风，一个人精神成长的DNA。 先辈的荣光和业绩，往往会成为一个家族的荣誉和尊严而凝聚着家族的每一个成员，达成整个家族的精神认同而作为一种追求，作为一种文化基因而实现代际传承。","ch","news"
"该事件对赵薇造成了巨大的负面影响，虽然后来（时装）杂志编辑发表声明称该服装是他们安排的和赵薇无关，但该事件对赵薇造成了巨大的负面影响，在长沙演出时曾遭过激群众“泼粪”，一度令其演艺事业跌入低谷。","ch","news"
"朱党柱，男，汉族，1965年4月生，省委党校研究生学历，中共党员，1980年8月参加工作。 历任沾益县委常委、组织部部长、县政府常务副县长、县委副书记，曲靖市农业局局长、党组书记，陆良县委书记等职。","ch","news"
"在这种情况下，根据该原则应当采用非格式条款，这也是充分尊重双方当事人的意思，并且在一般情况下也更有利于保护广大消费者。","ch","news"
"能与学校作息时间分开吗？ 简直是盲人说笑话。 此处流动人员不下1800人，而且路面被车辆、人群、洋芋袋子占光，有时小学生从车辆底下爬过去上学非常危险，难道为了租费与安全于不顾？","ch","news"
"安迪的父母都是业余羽毛球爱好者。 在他们影响下，安迪从小喜欢上羽毛球，经常跟父母一起打球。","ch","news"
"记者：这都是手雷吗？ 车玉平（和田地区公安局局长）：全部都是手雷。 记者：一共有多少枚呢？ 车玉平：我们总共缴获的手雷是5000余枚，就1999年一年。","ch","news"
"虽然赛前评委们一致认为“姜还是老的辣”，但面对闭着眼都能答对题的男神绅哥，王老师不敢怠慢轻敌。","ch","news"
"八、《河南工人日报》记者魏豪违法违规案件查处情况。 经初步查明，2013年8月以来，《河南工人日报》记者魏豪帮助他人讨债，并担任某广告公司相关负责人。","ch","news"
"此次“剑网行动”把保护数字版权、规范网络转载作为重点任务，引发了传统媒体和网络媒体的广泛关注，广大权利人对此也高度关注。","ch","news"
"因此，在落实这项制度的过程中，把增强干部群众的议事能力作为重点，采取多种形式加大教育引导力度，努力提高他们建言献策水平，确保说出的话有分量、提出的建议有价值、作出的决策有依据。","ch","news"
"致力于更加尊重学生的个体差异，致力于更贴近实际、突出实践与动手能力，致力于引导学生更富人文关怀，日后成为一名合格的公民，高考所承载的使命，真的不只是让“千军万马过独木桥”那么单一。","ch","news"
"”目前永昌排名联赛倒数第二，急切需要胜利以便继续对保级分数线发起冲击。 恒大则以７分优势领跑积分榜。","ch","news"
"对这个结果我们并不失望，我们下一场与葡萄牙队的比赛还要努力争取胜利。 为了下一场的胜利，我们只有更努力地训练，我已经做好准备了。","ch","news"
"而在之后进行的接力项目决赛，叶诗文代表的浙江队以1秒优势力压北京队夺冠。 9日登场的另一位奥运冠军刘子歌由于没有决赛任务，在女子100米蝶泳的预赛和半决赛中表现平平，以第6名的成绩获得参加在10日进行的决赛资格。","ch","news"
"他说：“事实上，我为此考虑了很久……已经想了有几年了。 ”麦克罗伊选择爱尔兰的理由当然是，他还是一名业余球员时便代表爱尔兰出战。","ch","news"
"二是建立横向联动管理机制。 与人口计生办实行“一站式办公、一体化服务”，注重管理与服务相融合，方便了群众，提高了工作效率。","ch","news"
"【详细】【四川】四川省委书记省长会见王建平、李斌一行6月21日，武警部队卫生工作会议在成都召开，会议聚焦强军目标，提升服务保障能力，全面开创现代卫勤建设新局面。","ch","news"
"罢工行动已引发多起恐吓及暴力事件，并至少造成5名矿工死亡。 与此同时，罢工还造成多家铂矿企业至少198亿兰特（约合人民币118亿）损失。","ch","news"
"在杨扬看来，劳伦斯奖的到来，让世界的目光聚焦到中国。 “希望通过这种努力，为我们的申办（冬奥会）工作加分，”她说。","ch","news"
"郭庚茂同志简历&nbsp;给河南省委书记留言 郭庚茂同志简历给河南省委书记留言 谢伏瞻同志简历&nbsp;给河南省省长留言 谢伏瞻同志简历给河南省省长留言人民网北京5月27日电（吴昊）昨日，河南各地对网友给省委书记、省长的17条留言做出公开回复。","ch","news"
"章公圆寂后，被镀金塑成宝像。 ”两者的时间也是吻合的。 三、记者从采访中得到的信息是，这尊宝像最近一次易主发生于1996年，目前的所有者是荷兰一名私人收藏家，而阳春村说章公六全祖师宝像1995年被盗，两者的时间一前一后，没有丝毫的冲突。","ch","news"
"现在京津冀的发展到了要互相联动、自己的发展要顾及对方和包容环境的时候，发展能对协同方产生正效应而非负效应。","ch","news"
"在个人表现中，同样来自莫斯科1948中学的选手奥莉嘉·阿尔图尼娜获得个人比赛的第一名。 根据比赛规则，比赛团体前三名将赴中国参加2014年“汉语桥”世界中学生中文比赛。","ch","news"
"人民网“2014创新金融论坛”召开之际，中国建设银行电子银行部总经理黄浩接受了人民网记者专访，就互联网金融创新话题给出了答案。","ch","news"
"”获悉此消息后，某娱乐媒体以短信的形式第一时间联系李瑞英本人，而李瑞英在凌晨四时许也以短信的形式证实消息属实，将与张宏民退居幕后，一道告别《新闻联播》。","ch","news"
"’于是，他就亲笔写了一封很有份量的信，说我是他多年的同窗、同事、挚友，请李多加关照，并给予各种方便。","ch","news"
"”很多人认为联赛中取得好成绩与锻炼年轻队员间存在一定矛盾，但邓华德不同意这个观点。 他认为球队想要成为联赛劲旅，本土球员才是关键所在。","ch","news"
"不能无条件接收。 否则不符合协同发展要求。 ”杨开忠如是强调一体化的内涵与规则。 “一体化最主要的是推进统一市场，推进相互衔接一体式高效的交通建设，增强相互交流支撑能力。","ch","news"
"新华社上海３月２６日体育专电（记者刘阳李嘉）国际滑联主席钦宽塔２６日在上海花样滑冰世锦赛上表示，尽管他不便对２０２２年的两个申办城市北京和阿拉木图发表评论，但是单从上海世锦赛的组织情况来看，他丝毫不怀疑北京的办赛能力。","ch","news"
"尤其是越位的判断和点球的判罚，一时草率大胆，一时谨慎有余。 而对于犯规尺度的把握，也是尺度不一。","ch","news"
"”她的未婚夫佟健也透露：“爱情的主题是我们最擅长演绎的，我们在四大洲比赛后临时改换了伴奏歌曲，效果不错。","ch","news"
"当时他就表示：“希望一年后，不管中国队打什么比赛，大家都会说，这支球队就是这样打的。 ”一年来，无论是从心理还是实战上讲，布鲁诺的执教是成功的。","ch","news"
"面条含有丰富的碳水化合物，能提供足够的能量，而且在煮的过程中会吸收大量的水，100克面条煮熟后会变成400克左右，因此能产生较强的饱腹感。","ch","news"
"而这个学校的名字曾经出现在刘先生女儿的学生证上。 记者点击进入“南京电子信息技工学校”网站（www.njcei.cn），主页上显示“学校代码：4015/8015”，而在这个网站上，找不到任何有关这个学校的相关介绍。","ch","news"
"欢迎您继续关注濮阳市的工作，并及时提出宝贵意见和建议。 【网民留言】谢省长你好： 我是濮阳市台前县一名普通公民，2012年我在县新区买了一套住宅商品房，总价25万多。","ch","news"
"阅兵地点位于巴格达城东北部的什叶派贫民区就叫“萨德尔城”。 在“麦赫迪军”的游行队伍中，既包括一身黑衣的“人体炸弹”分队，也有上下素白的“敢死冲锋队”，更有众多车辆和火炮，场面非常壮观。","ch","news"
"首战踢德国，C罗拼尽全力但队友不给力，这一场比赛中C罗必须爆发背水一战了。 6月23日前瞻：美国&nbsp;VS&nbsp;葡萄牙(G组)","ch","news"
"“自己的腰伤、膝伤、脚伤一直有，幸亏客场就打了一场，因为我的腿也一直肿得很大，一直在坚持。 还是希望自己保持一个好的身体，为队伍多做贡献。","ch","news"
"@张翰 @鬼鬼吴映洁 @范世錡xxxF @易易紫Nikiii 等主演也都于这两天陆续飞往厦门！ 新的阵容，让我们再度邂逅一场久违的“流星雨”吧！","ch","news"
"”杨晓东说。 他表示，当前，我国已进入“七下八上”防汛最关键时期，抗灾救灾形势非常严峻、任务非常繁重。","ch","news"
"最终，于伟以３小时４６分５７秒的成绩第一个冲过终点。 来自解放军的张琳以及内蒙古的吴钱龙分列二、三位。","ch","news"
"而在发布会现场播放的片场花絮中，欧弟也极尽展现了他的喜剧才华，卖萌耍宝不断，引发现场的一阵阵爆笑。","ch","news"
"长春的夜，已近零摄氏度，举家居住在这座城市的邓华德向记者嘘寒问暖。 也许他和他的小伙子们将以吉林篮球６０周年的时空坐标为起点，让路越走越宽。","ch","news"
"令政策于2008年1月任山西省政协副主席职务，迄今已逾6年。 地市方面，上海市徐汇区委副书记鲍炳章任区政府代区长，原区长过剑飞已任上海市国税局局长、市地税局局长。","ch","news"
"2013年，温州侵财类案件发案总量得到明显控制，其中刑事盗窃案件同比下降18.6%，入户盗窃案件同比下降25.5%。","ch","news"
"这些东西不光是在高校，不是让学生只是局限于一张桌子，而是提供一个平台，提供让他们可以拓展自己创作可能性。","ch","news"
"双方同意继续开展每年向对方国家派遣100名青年访问交流项目，中方将继续邀请印尼优秀青年代表来华参加东盟青年干部培训班。","ch","news"
"在这个问题上，马克思、恩格斯为我们树立了光辉的榜样。 马克思、恩格斯在他们的一生中，虽然把主要的注意力和精力放在对社会科学特别是经济科学的研究上，但他们从来没有放松过对自然科学的重视。","ch","news"
"“既然双方在价格上没有谈妥，房子就不应该被拆”，汪冬根一家这样认为。 目前，周围的房子已被拆得差不多了，汪家的这栋房子成了仅剩的“钉子户”。","ch","news"
"这样一个交通不便、物价奇高、就业机会奇缺的热带雨林城市，生活无异于受苦。 即使巴西人天性乐观，在如此苦热之地也难免抱怨。","ch","news"
"记者：他有没有看到你？ 木塔里甫·哈斯木：他看到我了。 记者：你当时的印象呢？ 木塔里甫·哈斯木：他头上缠着布，胡须发白，人长得很帅，身着军服。","ch","news"
"这其中就包括冲锋枪两支，手枪15支，以及大量子弹、雷管、手雷和炸药。 五、武器从何而来？ 王明山（伊犁哈萨克自治州公安局副局长）：“四·六”偷运武器案，这是咱们建国以来从口岸最大批量的一次武器偷运案。","ch","news"
"” 局势危急，苏共中央和国防委员会决定将部分中央机关和外交使团紧急疏散到古比雪夫，莫斯科人心惶惶，有人开始烧毁党证，武官们纷纷作出判断，莫斯科守不住了，苏联完了。","ch","news"
"英特尔公司首席执行官科再奇曾在美国旧金山湾区举行的创客节上说：“他们都是未来的工程师、未来的科学家。","ch","news"
"（4）必须立足于经常性工作，常抓不懈，既要制定切实可行的常规计划，又要抓紧解决当前的突出问题。","ch","news"
"另外，战斗过程中加入了各种特效，完美升级了战斗的打击感，提供了更为畅快淋漓的战斗体验。 最后，游戏整体的炫酷华丽风格，Q版的人物造型，给紧张的战斗过程赋予了一种轻松而积极的氛围，淡化了战斗带来的压抑感。","ch","news"
"4.美国情报机构一直致力于或明或暗地寻找其国内法律漏洞，突破法律限制，谋求从源头和根本上控制网络信息。","ch","news"
"两人目前已经不在同一俱乐部。 6月16日，巴塞罗那俱乐部发布声明称拉基蒂奇正式加盟巴萨，将在下赛季与伊涅斯塔等人并肩作战。","ch","news"
"第26分钟，阿尔及利亚取得入球—梅雅尼中场突然大脚前传，苏莱曼尼在洪正好与金英权左右夹击下奋力前冲，面对门将冷静捅射破门，阿尔及利亚1-0领先。","ch","news"
"”共有35人参加女子单人滑短节目比赛，前24名获得自由滑资格。 中国选手李子君发挥一般，开场后的后内点冰和后外点冰三周连跳出现失误导致降组。","ch","news"
"”“一心想挣点钱”的郭、庄二人，仕途最终让金钱画上了句号。 等待他们的，将是公正的审判和漫长的悔恨。","ch","news"
"其教练查理·弗朗西斯后来在接受加拿大方面的调查时，承认给约翰逊和手下的另外10名运动员使用过兴奋剂。","ch","news"
"新华社沈阳10月24日体育专电（记者李铮）在寒冷的辽宁，CBA最被认可的外援哈德森开始了第三个冬天的生活。","ch","news"
"新华社成都４月２日体育专电（史春东、许瀚文）《中国足球改革发展总体方案》出台之后，成都体育学院日前召开足球工作会议。","ch","news"
"揭秘人体十个短寿征兆 6.胸部大。 《加拿大医学会杂志》刊登一项为期10年的研究称，在综合考虑饮食、身体肥胖、家族史和是否吸烟等因素后，发现胸部大的女性患糖尿病的几率会增加1.5倍。","ch","news"
"对尼日利亚而言，与伊朗战平带来的一分显然不够，第三场与阿根廷交手又前景不妙，这就意味着第二场与波黑的较量非赢不可。","ch","news"
"也许他的家人会说服他离开，但我们不会再找到这么好的教练了。 ”（完）2014/06/21 11:58此稿为新华社体育专线稿件，严禁转载。","ch","news"
"(十四)提高科研人员成果转化收益比例完善职务发明制度，推动修订专利法、公司法等相关内容，完善科技成果、知识产权归属和利益分享机制，提高骨干团队、主要发明人受益比例。","ch","news"
"[点击图片进入下一页]2014年5月24日，一则中山上演土豪婚礼的消息在微信朋友圈和微博上疯传。 消息称，23日晚上，中山一场婚礼上，新娘全身穿戴了重达几十斤重的黄金配饰，新娘被一些网友戏称为“中山黄金新娘子”。","ch","news"
"中共中央政策研究室原副主任、中国国际经济交流中心常务副理事长郑新立先生在会上表示，如何降低中国资金的价格，是当前金融体制改革面临的第一位的任务。","ch","news"
"比赛中，这样的场景更是常见，当有球员即将完成一次达阵时，球迷欢呼声会跟随球员奔跑的脚步愈发震耳欲聋，直到球员完成达阵、将球放到地上，这种欢呼声达到顶峰。","ch","news"
"进球的瞬间十分美妙，因为那是比赛的最后几分钟，全场观众都在欢呼。 ”阿根廷队的曼城后卫萨巴莱塔表示，因为有梅西，比赛结果总能让人满意。","ch","news"
"” 医院院内“人满为患”，石凳石桌上坐满了疲惫的患者和家属 大厅内挤满等待做CT的患者和家属人民网南昌5月26日电（周素雅）近日，记者走进江西省某三甲医院体验城市大医院的“看病难、看病贵”。","ch","news"
"庭审结束，按照事先律师设计的无罪辩护庭后认罪的计划，齐全军向在场的家属道歉，承认自己的责任，并承诺哪怕卖房也要赔偿他们。","ch","news"
"这是一种特殊的力量。 那些80多岁甚至90多岁的人，他们谈起西藏时，都有一种无怨无悔的感情。 我们作为年轻一代的人，感到我们做的远远不够。","ch","news"
"高随祥表示，实行综合评价的四个省是在提前批次来报考和录取。 在其他六个省是在本科一批次录取。","ch","news"
"群众：是这里的人。 记者：跟他们家关系处理得咋样？ 群众：关系处得好，他从小在这里长大记者：那发生这样的事情之后，你们害不害怕？","ch","news"
"快捷畅通的信息网络为实施“千双眼”“百户网”工程，特别是为开发管理系统奠定了坚实基础。 该县把信息化建设成果运用到人防上，实现二者有机结合，让人防工程插上了信息化翅膀。","ch","news"
"不过，机密文件表明，美国国家安全局正直接向华为的网络植入自己的“后门”。 《纽约时报》报道指出，美国国家安全局对中国的情报活动并不仅仅局限于华为。","ch","news"
"出发前，丁统领为了鼓励俺这些人，给左一官兵各发了三十两银子，俺这七个自报奋勇来的各发了六十两银子。","ch","news"
"之前，约在1935年底，胡济邦也将自己出国置装节约下的300元交了党费。 在胡济邦的精心安排下，茅盾夫妇1946年12月25日抵达莫斯科，正式访问苏联。","ch","news"
"第二，不受限于老师，可以自由选择授课老师； 第三，选择度更高，可以选择不同机构的不同教育课程。","ch","news"
"伟人已逝，但曼德拉的非暴力精神长存，“体育，拥有改变世界的力量”的警句依然在耳边回荡。 奥林匹克神圣休战，这是世界最大的综合性运动会——奥运会所秉持的理念。","ch","news"
"主办者称今年的游行吸引了数十万人前来观看。 (谢荣镇) 美人鱼造型之一。 谢荣镇摄 纽约市长白思豪装扮成海盗参加游行。","ch","news"
"握手言和的两队同积4分并列第一，巴西队以进球数多排在榜首。 本组出线形势还要看同组另外一场喀麦隆与克罗地亚的比赛结果，以及最后一轮比赛。","ch","news"
"2月18日，中央文明委在北京召开全国未成年人思想道德建设工作电视电话会议，提出要将家风教育作为未成年人思想道德建设的重要任务。","ch","news"
"原标题：泰军政府展开“显微镜”反腐被指铲除他信势力【环球时报驻泰国特派记者于景浩】泰国政府最近反腐动作频繁，继16日宣布开始对8个政府和公共部门项目进行审查后，18日又新增28个待审查项目。","ch","news"
"据调查，航机飞行约五个小时后，商务舱厕所水龙头出现异常，一名空姐检查以为水龙头是旅客使用不当，但意外在垃圾桶旁隐密处发现一组针孔摄影机，连忙通报事务长及一名空少处理。","ch","news"
"补齐安全合作短板以应对共同面临的威胁，成为摆在亚洲国家面前一道急需解决的难题。 更令人担忧的是，尽管已进入新时期，有些人的脑袋还停留在旧时代，冷战思维、零和博弈仍大有市场。","ch","news"
"2013年后半年由于降水较多，医院院内地面雨水从大门直接流到未建成的道路上，并流入医院西侧约40米处农户 何家的耕地中，大约有20平方米的下陷痕迹，目前该耕地内长有20厘米高的小侧柏，没有其他树种；","ch","news"
"”“呃……”蒋介石把头一摇，坐了下去，又和颜悦色道：“坐下讲，坐下讲。 ”受到鼓励，毛人凤将腆着的肚腹使劲收拢，便将半边屁股搁在了椅子上。","ch","news"
"作为里约奥运会帆船比赛地，瓜纳巴拉湾的水污染问题近来备受关注。 在该海域可以看到被污水冲刷到岸边的床垫、鞋子和其他生活垃圾，而在污染严重的海域，成堆的垃圾在海水低潮时竟会形成“小岛”。","ch","news"
"印度坚持战略东向，力推“印太”战略，“再亚太化”态势明显。 澳大利亚2013年发布的《国家安全战略》和《国防白皮书》均聚焦亚太，将亚太视为国家安全与繁荣的重点区域，强调抓住机遇深度融入亚太。","ch","news"
"目前，按照文件要求，对党政领导干部在企业兼职的集中规范清理工作已基本告一段落，中央组织部有关负责人日前就规范清理工作情况回答了记者的提问。","ch","news"
"仍然把于小伟的憨实，董璇的矜持，黄轩的帅气，曾志伟的傻萌，谢晶晶的刻薄分别用单幅图片表现，拼在一起，共同组成了那个令人向往的缤纷校园生活的底色。","ch","news"
"这些年，身披国家队战袍国脚的心理负担，同样传染到了各年龄段国家队，甚至是青训营里的孩子。","ch","news"
"谈到之前一段时间澳洲训练对自己的变化，孙杨说：“训练很累，每天凌晨四点就要早起，不过技术有了很大的提高。","ch","news"
"刘克锋向记者介绍团队的科研状况 刘克锋向记者介绍团队的科研状况人民网北京5月25日电（熊旭 实习生马倩）“粪便不同，它所含的养分就不同！","ch","news"
"就是想问下想这种情况我们的准生证如何办理？ 其办理流程是怎么样的？ 感谢您百忙之中能看见我的求助！","ch","news"
"报道称，虽然后面的行程还有很多，但李克强此次访英之旅已经比去年英国首相访华之旅成功得多。","ch","news"
"不仅是肯尼亚百年来建设的首条新铁路，也是东非北部走廊的第一段，具有东非铁路网的咽喉地位。","ch","news"
"各交通支、大队将在考点周边设置“考试期间减速慢行”、“禁止鸣笛”等字样的临时提示牌，提示驾驶员为考生营造安静的考试环境。","ch","news"
"这是我们永远不能改变的宗旨。 共产党绝对不能变成为家族利益、集团利益服务的政党，不能变成""先富起来""的人。","ch","news"
"有趣的是，曾经不接受二人搭档的观众中，有很多是胡歌的忠实影迷，但随着剧情的播出，他们也成了闫妮的铁杆粉丝。","ch","news"
"法国第32分钟也错失良机，本泽马突入禁区左侧在底线附近被朱鲁绊倒，本泽马主罚点球被贝纳利奥扑出，卡巴耶小禁区边缘补射空门打中横梁。","ch","news"
"孔德芳/摄 5月24日， 在此次绿色骑行活动的参与者中，不乏小朋友的身影。 孔德芳/摄 5月24日下午，丹麦驻华大使裴德胜（左一）与两百名北京市民在延庆县的野鸭湖国家湿地公园参与绿色骑行活动。","ch","news"
"我们知道日本队是个值得尊敬也很有实力的球队。 但是对手也是这么看待我们的，让我们看看明天双方场上的表现吧。","ch","news"
"位于博览中心三楼的赛场从去年12月1日开始施工，涉及改造总面积约11万平方米，灯光、地板、看台等设备设施都是租来的。","ch","news"
"这名空姐在微信圈笑称，“申花队队员坐飞机去天津，终于让我领悟到智商是硬伤的道理，四肢发达，头脑简单还真不是吹的！","ch","news"
"其二，取其谐音“百财”，意指百财聚来。 其三，其色泽青色、白色，寓意为人品质正直、清白。 正在进细部处理的白菜底座，上层刻有祥云星辰，寓意恒久祥和，下层雕“梅、兰、竹、菊”，梅兰竹菊乃花中君子，其中含义寓指“君子爱财取之有道”。","ch","news"
"在庐山会议上，批彭德怀没有一个人敢不积极。 中国共产党党内政治生活不正常，没有形成一个民主风气。","ch","news"
"尽管波士华城市群偏重于公路建设，但近些年交通拥堵问题越发阻碍发展，令人大伤脑筋。 今年5月初，美国交通科学研究院（ATRI）公布一项调查，2013年，美国洲际公路上的交通拥堵给当地货运业增加了超过92亿美元的运营成本。","ch","news"
"斯托尔滕贝格说，今后两周内，北约将在地中海中部部署舰船和飞机，为欧盟在公海展开查扣偷渡船只的行动提供情报和后勤支持。","ch","news"
"最后，龚曙芳还建议进行一些适度的运动，如散步、慢跑、游泳等，对于胃肠蠕动功能都有加速作用，会使血液循环增快一些。","ch","news"
